"Línea Negocio" "Prima Cobrada" "Prima Devengada" "Siniestros Pagados" "Comisiones Bonos" "Siniestros Incurridos" "Cantidad Siniestros" "% Siniestralidad" "% Persistencia" "Rentabilidad" "% Cumplimiento Presupuesto Inventario" "% Cumplimiento Presupuesto Primas Cobradas" "Fecha" "centro_atencion" "asesor"
"343" "Personas" 1 130 62 581 154 482 179.390602279454 301.58360064961 383 498.859157692641 341.91458481364 2019-12-09 "Centro 4" "Mrs. Sheri Rippin PhD"
"344" "Personas" 225 412 319 400 230 547 374.980961345136 378.858670592308 344 160.759391169995 399.453362775967 2019-12-10 "Centro 2" "Luana Tillman"
"345" "Personas" 209 248 190 433 267 380 429.680722206831 337.748738983646 337 406.616083206609 445.910905161873 2019-12-11 "Centro 1" "Mrs. Domenica Kuphal"
"346" "Personas" 79 528 116 265 527 114 267.235771939158 281.88906298019 113 60.5783179868013 471.326246252283 2019-12-12 "Centro 5" "Betsy Sporer PhD"
"347" "Salud" 404 61 100 355 233 226 438.794229459018 20.8828643895686 12 157.917040865868 532.615805743262 2019-12-13 "Centro 3" "Helena Wiegand"
"348" "Personas" 179 337 61 79 520 182 579.677377268672 113.240106543526 470 323.237920738757 163.522233115509 2019-12-14 "Centro 4" "Mell Terry-Schowalter"
"349" "Salud" 597 405 239 285 22 122 456.967343017459 257.119343848899 232 83.8216312229633 171.615424146876 2019-12-15 "Centro 5" "Miss Annis Ferry MD"
"350" "Personas" 417 232 88 3 206 79 549.007740709931 1.66974677704275 112 176.383241219446 587.37223315984 2019-12-16 "Centro 2" "Luana Tillman"
"351" "Fianzas" 283 406 100 309 465 344 211.929615866393 419.462094269693 33 368.650884088129 212.462273240089 2019-12-17 "Centro 1" "Mell Terry-Schowalter"
"352" "Salud" 118 356 288 516 106 208 536.173158092424 15.792533615604 574 379.651822848246 103.09446263127 2019-12-18 "Centro 4" "Betsy Sporer PhD"
"353" "Patrimoniales" 394 383 508 33 88 380 506.978829391301 126.356246089563 253 80.8120179455727 179.18732338585 2019-12-19 "Centro 5" "Lovie Kertzmann"
"354" "Patrimoniales" 262 537 569 583 224 187 503.608101094142 444.456109078601 514 227.205561473966 47.8724832180887 2019-12-20 "Centro 4" "Luana Tillman"
"355" "Patrimoniales" 529 485 195 563 281 168 223.890815069899 308.154669916257 26 269.278796296567 448.213715711609 2019-12-21 "Centro 3" "Helena Wiegand"
"356" "Auto" 363 286 579 269 222 189 536.739899776876 352.786586573347 48 40.5488196294755 75.5592477042228 2019-12-22 "Centro 3" "Mrs. Sheri Rippin PhD"
"357" "Fianzas" 213 68 74 348 567 510 301.170507911593 99.9808250460774 349 519.170443620533 488.062284467742 2019-12-23 "Centro 2" "Helena Wiegand"
"358" "Salud" 485 50 206 459 227 293 332.345402939245 167.706424696371 496 471.236536279321 85.3137438185513 2019-12-24 "Centro 4" "Helena Wiegand"
"359" "Fianzas" 141 451 3 187 432 433 475.073819747195 8.88363970443606 118 466.632950585335 180.997068621218 2019-12-25 "Centro 4" "Helena Wiegand"
"360" "Personas" 486 460 434 343 248 175 425.582197867334 2.40818420425057 216 23.7441204953939 195.530212763697 2019-12-26 "Centro 3" "Mrs. Domenica Kuphal"
"361" "Auto" 520 452 364 35 65 596 116.091960249469 490.422776900232 241 147.538268147036 278.459598077461 2019-12-27 "Centro 2" "Mell Terry-Schowalter"
"362" "Auto" 85 433 545 117 471 29 436.479308456182 204.694572323933 234 182.740389509127 476.562423538417 2019-12-28 "Centro 4" "Mell Terry-Schowalter"
"363" "Auto" 477 410 495 92 465 565 100.642274832353 254.603179497644 397 333.174809301272 63.426493993029 2019-12-29 "Centro 4" "Betsy Sporer PhD"
"364" "Salud" 354 303 306 525 427 239 404.096266441047 541.549265664071 37 189.392352243885 537.131995288655 2019-12-30 "Centro 3" "Helena Wiegand"
"365" "Fianzas" 358 385 267 557 591 426 271.45510520786 108.961801137775 92 386.23743513599 477.017227280885 2019-12-31 "Centro 5" "Aurore Shields"
