"Código Productor" "Nombre Productor" "Pólizas Auto" "% Ppto Auto" "Cartera Activa Auto" "Pólizas Fianza" "% Ppto Fianza" "Cartera Activa Fianza" "Pólizas Patrimoniales" "% Ppto Patrimoniales" "Cartera Activa Patrimoniales" "Pólizas Personas" "% Ppto Personas" "Cartera Activa Personas" "Pólizas Salud" "% Ppto Salud" "Cartera Activa Salud" "Pólizas General" "% Ppto General" "Cartera Activa General" "Fecha" "cuentas_esp" "productores" "centro_atencion"
"237" 34 "Arther Leuschke-Metz" 125 364 196 67 59.2530147172511 75 73 65.1727278484032 58 2 61.8772647576407 12 47 13.5872677201405 30 68 83.7232143152505 88 2019-08-25 "Cuenta 4" "Productor 3" "Centro 4"
"238" 211 "Mell Rutherford" 483 252 11 2 146.306467102841 6 2 25.7459426298738 67 54 99.7698897728696 35 95 87.5070039881393 90 39 65.605638269335 59 2019-08-26 "Cuenta 3" "Productor 4" "Centro 5"
"239" 267 "Eugenie Hintz" 203 140 8 86 69.4073339924216 30 98 55.2617709385231 25 28 94.3967680446804 1 10 19.088849471882 9 92 32.561158016324 58 2019-08-27 "Cuenta 1" "Productor 2" "Centro 4"
"240" 164 "Miss Johnna Ryan DVM" 8 324 81 50 79.5530450996011 70 2 67.5842291209847 71 87 50.0842700246722 17 60 40.3779921820387 94 84 35.3335513500497 42 2019-08-28 "Cuenta 2" "Productor 3" "Centro 4"
"241" 60 "Jamarcus Bernhard" 219 377 44 88 167.838229332119 46 83 88.072815653868 42 84 82.9220778075978 65 29 26.0705191874877 66 18 89.3603067379445 52 2019-08-29 "Cuenta 4" "Productor 3" "Centro 3"
"242" 209 "Arline Hessel" 552 83 112 200 34.5169748179615 12 85 67.4029974965379 40 18 13.6025436455384 100 16 21.3443035958335 93 37 74.1561658447608 87 2019-08-30 "Cuenta 1" "Productor 1" "Centro 4"
"243" 376 "Dr. Blanch Padberg PhD" 308 398 160 77 163.30038998276 8 79 29.9123256001621 80 87 87.6581019256264 20 37 48.0936042265967 57 53 67.1600583242252 21 2019-08-31 "Cuenta 2" "Productor 5" "Centro 2"
"244" 385 "Adline O'Conner" 163 159 118 163 53.6409500986338 7 1 56.8599475314841 66 31 17.863396788016 54 51 39.0539833111688 7 64 47.1010800916702 32 2019-09-01 "Cuenta 1" "Productor 2" "Centro 5"
"245" 500 "Marlo Gusikowski-Prohaska" 159 44 124 1 180.102965049446 63 95 25.9110796032473 69 7 65.4802835313603 34 11 72.727787331678 75 40 34.1919080121443 43 2019-09-02 "Cuenta 2" "Productor 2" "Centro 4"
"246" 497 "Jordon Ferry" 557 242 221 193 20.1353318523616 4 49 0.567620922811329 50 28 54.4439445715398 16 94 58.662168844603 5 74 17.2896700445563 52 2019-09-03 "Cuenta 3" "Productor 5" "Centro 3"
"247" 55 "Hernan Roob Sr." 127 206 192 184 51.9565559923649 54 78 42.0955418841913 40 6 66.3986899890006 68 95 42.0269995462149 100 90 58.3365129539743 67 2019-09-04 "Cuenta 3" "Productor 4" "Centro 5"
"248" 513 "Dr. Elige Wolf" 421 168 56 13 21.5076104272157 75 1 74.4090128690004 48 62 79.2946741916239 40 4 83.1620351411402 19 51 15.5853141564876 41 2019-09-05 "Cuenta 2" "Productor 3" "Centro 5"
"249" 538 "Mr. Daulton Bins DDS" 554 508 167 26 196.863319957629 90 26 32.4061053805053 60 13 77.4239436956123 30 36 51.5794139588252 83 8 32.6284225331619 99 2019-09-06 "Cuenta 4" "Productor 1" "Centro 2"
"250" 591 "Mr. Stetson Buckridge DDS" 563 9 210 112 129.653519112617 2 42 10.9394033439457 35 23 95.1773314038292 64 14 41.5573762962595 57 97 11.2096430500969 74 2019-09-07 "Cuenta 1" "Productor 3" "Centro 2"
"251" 116 "Monroe Tromp-Breitenberg" 118 105 106 153 181.898229755461 53 15 38.5997615754604 38 67 94.3167970515788 8 58 37.501815916039 77 51 93.9872334711254 12 2019-09-08 "Cuenta 4" "Productor 1" "Centro 3"
"252" 218 "Lindbergh Conn-Kiehn" 536 485 98 33 145.406841719523 55 8 46.423539170064 66 35 72.3041085759178 29 16 37.9583305679262 97 88 6.15703493822366 68 2019-09-09 "Cuenta 5" "Productor 5" "Centro 2"
"253" 579 "Trey Aufderhar" 262 3 27 20 154.862678097561 23 76 52.9250673716888 11 46 56.9197984877974 18 87 47.0712981885299 6 46 45.4533321317285 30 2019-09-10 "Cuenta 4" "Productor 2" "Centro 4"
"254" 592 "Tambra Hudson PhD" 505 488 5 168 197.962252702564 3 4 33.6874514818192 18 100 54.6694326447323 91 2 56.3980752369389 14 95 33.2776009570807 14 2019-09-11 "Cuenta 1" "Productor 4" "Centro 3"
"255" 243 "Kathlyn Fadel" 201 76 237 71 114.917171187699 26 58 36.8259381968528 96 39 62.8628144506365 5 14 65.8839746844023 60 61 71.1286712205037 24 2019-09-12 "Cuenta 3" "Productor 4" "Centro 2"
"256" 115 "Mariah Bosco" 366 582 121 143 61.0907485708594 41 77 3.87567868456244 6 38 71.0273642325774 66 50 5.97442304715514 56 56 43.0465582991019 94 2019-09-13 "Cuenta 2" "Productor 3" "Centro 4"
"257" 113 "Miss Laney Steuber" 170 454 128 101 107.115887384862 11 26 41.8144593015313 56 94 50.0403485726565 71 18 50.1079760491848 90 83 84.647635021247 90 2019-09-14 "Cuenta 5" "Productor 3" "Centro 4"
"258" 412 "Konnor Ankunding" 451 433 79 36 188.31700226292 95 32 99.9904731288552 13 63 46.9378165900707 72 72 57.8207474434748 10 22 13.4497329359874 64 2019-09-15 "Cuenta 5" "Productor 5" "Centro 3"
"259" 299 "Elam Streich" 40 115 242 71 150.366284651682 84 64 55.4473331896588 88 42 17.1981044812128 93 89 62.4832990113646 37 29 17.4777784151956 46 2019-09-16 "Cuenta 2" "Productor 1" "Centro 2"
"260" 226 "Jazmine Mosciski MD" 324 59 209 125 6.3501154538244 62 22 12.6591597683728 75 42 35.2705484256148 18 94 0.85101721342653 78 81 65.0758313247934 88 2019-09-17 "Cuenta 3" "Productor 2" "Centro 3"
"261" 285 "Mable Feil" 372 119 209 34 178.508391510695 5 87 82.3578747455031 1 77 59.9458148004487 15 54 27.8938102303073 8 31 70.3121034894139 20 2019-09-18 "Cuenta 3" "Productor 2" "Centro 5"
"262" 414 "Michial Cruickshank" 143 305 39 130 184.082871535793 53 90 83.25458727777 45 60 69.8788697132841 13 69 38.6179553810507 0 36 57.2862122673541 89 2019-09-19 "Cuenta 2" "Productor 1" "Centro 5"
"263" 457 "Major Yost" 544 91 222 157 143.843686813489 39 16 64.434998924844 78 84 50.6627896567807 35 92 24.2487833369523 23 61 70.9178698249161 72 2019-09-20 "Cuenta 4" "Productor 3" "Centro 3"
"264" 40 "Baldwin Lebsack" 277 345 184 158 134.080047346652 41 47 35.8336092438549 98 52 16.3977508898824 95 8 58.2743374863639 73 3 42.6232669968158 96 2019-09-21 "Cuenta 5" "Productor 4" "Centro 3"
"265" 278 "Miss Ivette Quigley DDS" 488 258 273 42 123.203553212807 55 24 85.8079252997413 72 25 25.4529570462182 32 86 73.4840418910608 0 34 9.88054280169308 50 2019-09-22 "Cuenta 4" "Productor 2" "Centro 3"
"266" 341 "Larae Schiller" 307 249 131 145 172.369845537469 68 95 25.284702074714 26 14 8.4562256699428 65 0 96.8181560514495 14 72 8.83429320529103 60 2019-09-23 "Cuenta 5" "Productor 5" "Centro 2"
"267" 442 "Caitlin Marks" 132 454 77 140 138.118809368461 76 82 64.6822338458151 94 38 54.4002950191498 50 73 27.8540690662339 52 61 61.3578572170809 13 2019-09-24 "Cuenta 3" "Productor 1" "Centro 3"
"268" 598 "Aleen Bogisich" 573 574 297 125 72.9872613679618 39 1 41.9764534570277 14 3 72.9877762263641 67 29 71.3604977820069 54 22 10.1372903445736 61 2019-09-25 "Cuenta 4" "Productor 4" "Centro 4"
"269" 317 "Ashely Stanton" 192 465 87 105 176.347746234387 60 98 23.8043069140986 57 81 21.2629882153124 41 55 82.147768093273 28 59 16.5570618817583 63 2019-09-26 "Cuenta 5" "Productor 5" "Centro 4"
"270" 22 "Mitzi Kub-Goldner" 279 440 110 139 45.5938210245222 6 90 26.2185477884486 3 0 48.8318887539208 12 4 43.8259955262765 55 36 92.3146797111258 74 2019-09-27 "Cuenta 3" "Productor 2" "Centro 5"
"271" 510 "Durrell Turcotte" 531 378 265 115 117.324865283445 27 79 74.4603958213702 93 16 57.5376561842859 8 58 80.6903149932623 18 10 84.5628446899354 73 2019-09-28 "Cuenta 2" "Productor 5" "Centro 5"
"272" 417 "Cena Hayes" 522 574 1 69 118.666913220659 23 88 94.7950741974637 74 46 92.3603350995108 79 14 77.8470354154706 34 36 44.6652685524896 91 2019-09-29 "Cuenta 5" "Productor 2" "Centro 5"
"273" 46 "Shauna Will" 98 559 82 173 54.5551718212664 91 74 1.42949011642486 7 33 63.5815314948559 16 49 18.3104585157707 0 93 73.9323875634 35 2019-09-30 "Cuenta 4" "Productor 3" "Centro 5"
"274" 168 "Manuel Von" 149 420 253 122 142.525609862059 87 97 54.6677217585966 79 80 93.1707547511905 92 57 50.9625198086724 29 35 62.6815541880205 53 2019-10-01 "Cuenta 3" "Productor 3" "Centro 3"
"275" 554 "Rodrigo D'Amore" 373 177 240 63 149.741460988298 67 89 56.751984031871 5 22 50.7523266365752 5 88 7.29237082414329 53 99 71.7678768094629 78 2019-10-02 "Cuenta 5" "Productor 4" "Centro 2"
"276" 136 "Hernan Spinka-Gislason" 561 213 280 14 26.8060668837279 31 96 42.5192875089124 44 21 59.6468499395996 78 50 44.4131097989157 54 42 86.5865502040833 3 2019-10-03 "Cuenta 5" "Productor 1" "Centro 5"
"277" 277 "Ephram Murazik" 34 405 123 57 93.265853729099 69 55 97.9889611247927 10 97 73.9772340748459 28 9 55.2992728305981 9 5 77.8070620028302 54 2019-10-04 "Cuenta 4" "Productor 1" "Centro 4"
"278" 508 "Tillman Frami" 383 79 52 147 101.032581040636 81 3 30.4815631592646 48 1 68.0446516955271 0 9 41.9135861098766 49 64 34.6743845613673 58 2019-10-05 "Cuenta 5" "Productor 3" "Centro 2"
"279" 215 "Less Cole" 113 355 115 149 191.894767107442 46 73 64.9593699723482 96 5 32.3047114303336 78 47 53.0813684687018 26 34 66.8619323289022 64 2019-10-06 "Cuenta 1" "Productor 1" "Centro 1"
"280" 282 "Delle Cremin DVM" 410 596 34 57 13.5060297325253 47 55 78.0717338202521 40 31 80.3929520072415 59 60 95.6397693604231 32 19 19.9334571370855 36 2019-10-07 "Cuenta 1" "Productor 3" "Centro 1"
"281" 134 "Siena Ondricka" 120 17 213 7 158.759181108326 81 91 81.2592332018539 82 90 31.1123018618673 24 46 50.5775989498943 72 32 60.4373338399455 36 2019-10-08 "Cuenta 2" "Productor 5" "Centro 5"
"282" 300 "Arron Swift" 226 290 262 39 121.874418621883 40 80 18.6925911111757 89 53 95.2213094336912 46 60 85.4681255295873 46 44 70.7673722179607 9 2019-10-09 "Cuenta 2" "Productor 2" "Centro 4"
"283" 230 "Rosemary Hettinger" 565 110 204 56 11.1247993540019 61 60 24.3409734684974 22 55 52.2210047580302 3 82 48.9657636266202 97 31 68.6268446268514 83 2019-10-10 "Cuenta 3" "Productor 5" "Centro 3"
"284" 362 "Jamie Weissnat" 136 497 150 19 34.1344246640801 12 94 51.2265374185517 78 5 12.2937449486926 20 94 1.18059329688549 14 1 98.0364195071161 60 2019-10-11 "Cuenta 4" "Productor 3" "Centro 3"
"285" 381 "Miss Maralyn Rolfson PhD" 159 582 282 154 6.6299487836659 7 2 75.7230557734147 4 33 81.3147664535791 26 16 62.8612688276917 89 90 83.8609397411346 51 2019-10-12 "Cuenta 5" "Productor 1" "Centro 2"
"286" 39 "Tyrone Friesen" 520 163 92 136 23.3334672637284 79 67 74.9267254723236 64 11 82.1706306422129 61 65 35.1151029812172 99 14 52.4985410738736 1 2019-10-13 "Cuenta 3" "Productor 5" "Centro 3"
"287" 423 "Arleth Lebsack" 372 214 188 63 136.550946254283 29 31 83.2211742876098 18 45 87.3107391409576 64 50 87.1893714880571 35 44 52.5306778028607 58 2019-10-14 "Cuenta 1" "Productor 4" "Centro 5"
"288" 492 "Matilde Harber" 537 558 261 47 31.3920445740223 54 33 58.8245349237695 52 68 25.5781018408015 3 72 52.5434375042096 52 4 11.3718104781583 93 2019-10-15 "Cuenta 3" "Productor 3" "Centro 3"
"289" 21 "Garrick Konopelski-Schulist" 96 204 197 70 24.5799879543483 23 31 92.7636556560174 27 88 88.2292055990547 59 33 95.0919314287603 92 83 38.1575055187568 64 2019-10-16 "Cuenta 5" "Productor 1" "Centro 3"
"290" 450 "Eugenia Bernhard" 573 216 230 144 111.010295478627 10 55 32.4814066058025 21 35 38.3540459675714 87 73 47.7821384789422 10 17 15.7557776197791 37 2019-10-17 "Cuenta 3" "Productor 5" "Centro 1"
"291" 320 "Jaydon O'Kon-Boehm" 23 159 146 151 34.8661904223263 46 87 35.0735397078097 47 83 98.018797324039 22 56 25.1075089676306 53 10 73.9632228389382 58 2019-10-18 "Cuenta 4" "Productor 1" "Centro 4"
"292" 411 "Miss Dina Hane DDS" 536 106 82 2 67.6934867165983 40 68 81.5224594436586 90 43 51.1261244304478 69 79 69.9449955485761 62 78 2.15410855598748 31 2019-10-19 "Cuenta 1" "Productor 2" "Centro 3"
"293" 572 "Rayan Okuneva" 262 1 273 104 139.498843438923 54 1 80.9402327751741 0 12 93.1551925605163 23 43 81.547737121582 54 61 91.5982910199091 81 2019-10-20 "Cuenta 4" "Productor 5" "Centro 1"
"294" 180 "Ms. Doloris Lind" 526 80 148 17 148.904295032844 70 21 97.7950674016029 58 15 24.4006734807044 33 94 1.52770637068897 72 84 62.380443722941 14 2019-10-21 "Cuenta 5" "Productor 3" "Centro 5"
"295" 598 "Tilda Wyman" 162 596 130 70 40.7078777905554 78 22 99.0050327265635 74 10 6.61950982175767 90 7 42.9648018209264 63 2 92.7274788031355 86 2019-10-22 "Cuenta 4" "Productor 3" "Centro 2"
"296" 527 "Dr. Delcie Buckridge MD" 97 377 252 200 115.860386425629 70 65 23.1780836824328 10 79 23.8587911007926 98 86 23.1305363122374 91 28 20.9925237810239 39 2019-10-23 "Cuenta 5" "Productor 2" "Centro 3"
"297" 595 "Carleton Ledner DDS" 94 461 143 50 31.2963768839836 40 10 86.6661199368536 21 42 54.9100986681879 61 20 74.2528933100402 89 1 52.7473860187456 35 2019-10-24 "Cuenta 4" "Productor 1" "Centro 2"
"298" 58 "Rex Kautzer" 392 340 164 40 71.0569285787642 81 78 55.7154558831826 86 8 69.7615942452103 20 81 34.4540014630184 24 79 28.4108052728698 26 2019-10-25 "Cuenta 3" "Productor 5" "Centro 3"
"299" 146 "Lemuel Jakubowski III" 83 115 171 17 2.5354471988976 19 93 86.7353152483702 7 91 21.8299753032625 1 66 40.7765367999673 37 89 29.3038874398917 59 2019-10-26 "Cuenta 1" "Productor 5" "Centro 4"
"300" 192 "Haden Dach" 233 85 114 6 95.2946870587766 60 4 16.0361344693229 27 11 73.9996031858027 17 32 7.63167012482882 84 56 5.87941482663155 72 2019-10-27 "Cuenta 3" "Productor 5" "Centro 2"
"301" 412 "Messiah Lowe" 289 412 53 130 186.81611912325 1 85 30.0681398948655 25 78 28.7544683786109 54 11 36.9697758229449 48 22 18.9874560805038 18 2019-10-28 "Cuenta 1" "Productor 1" "Centro 2"
"302" 185 "Edgar Jaskolski-Glover" 46 310 40 197 136.027498869225 87 24 49.3459634017199 60 17 74.550053733401 61 41 65.8953234087676 28 3 22.2904518246651 24 2019-10-29 "Cuenta 2" "Productor 4" "Centro 1"
"303" 165 "Dink Bartell Jr." 337 407 133 92 16.6309549473226 95 59 39.1635179985315 47 30 47.4312738515437 32 89 41.212644171901 74 67 46.0910297464579 83 2019-10-30 "Cuenta 3" "Productor 1" "Centro 2"
"304" 31 "Dr. Margretta Reichert" 249 284 106 27 82.8520942479372 76 69 96.5618645772338 45 16 74.4075003545731 8 41 67.1904231887311 38 91 35.5436804937199 87 2019-10-31 "Cuenta 4" "Productor 1" "Centro 5"
"305" 196 "Alla Swaniawski" 152 274 134 135 52.188464673236 93 37 32.0572128985077 66 14 8.52336108218879 75 93 1.88545708078891 62 45 25.0354736577719 65 2019-11-01 "Cuenta 1" "Productor 4" "Centro 4"
"306" 277 "Shelby Raynor-Bradtke" 382 263 214 189 179.981432110071 1 39 62.0749302674085 2 37 91.4323061937466 13 23 53.2422276446596 35 36 32.613137550652 7 2019-11-02 "Cuenta 5" "Productor 4" "Centro 1"
"307" 182 "Dawna Torphy DVM" 290 78 21 130 159.984053811058 12 22 88.2941079791635 78 58 43.9049270702526 70 48 68.8126453431323 15 80 98.1395935639739 47 2019-11-03 "Cuenta 1" "Productor 1" "Centro 2"
"308" 114 "Mortimer Ortiz" 363 30 10 192 199.14019103162 88 5 76.2685960158706 76 93 45.3567472985014 33 58 93.5850864043459 91 12 8.15871423110366 65 2019-11-04 "Cuenta 4" "Productor 5" "Centro 3"
"309" 30 "Willis Ritchie-O'Hara" 81 568 221 48 157.856418844312 14 59 37.866472103633 97 38 19.1067528212443 7 45 31.0646754223853 28 90 29.2117117904127 5 2019-11-05 "Cuenta 1" "Productor 4" "Centro 5"
"310" 296 "Mr. Vander Boyer" 304 348 108 69 88.9502698089927 65 83 81.2178519787267 1 61 16.9762291247025 60 10 22.1248043933883 68 90 67.4501859582961 91 2019-11-06 "Cuenta 4" "Productor 1" "Centro 4"
"311" 9 "Brigette Gaylord" 26 540 163 77 169.34602195397 44 4 78.1950354576111 5 39 55.3586834575981 19 85 39.4218877190724 33 6 89.7332680178806 24 2019-11-07 "Cuenta 1" "Productor 3" "Centro 2"
"312" 369 "Dr. Cammie Ziemann" 521 64 272 111 140.231588529423 62 82 41.831196541898 0 56 87.3160797636956 11 0 28.6777365254238 23 83 75.6368795642629 95 2019-11-08 "Cuenta 5" "Productor 2" "Centro 4"
"313" 482 "Mari Ebert" 350 44 72 11 11.4220967050642 92 84 7.25309944245964 85 21 41.3827781332657 47 23 99.0867719054222 47 8 61.0397138167173 8 2019-11-09 "Cuenta 4" "Productor 1" "Centro 4"
"314" 589 "Jewell Roob-Abbott" 367 169 108 68 174.718444654718 79 94 27.0566935185343 59 2 38.3869392098859 65 25 45.8086150232702 42 52 42.6717969356105 57 2019-11-10 "Cuenta 1" "Productor 1" "Centro 1"
"315" 345 "Ms. Denice Koepp" 112 445 253 137 120.73056967929 78 14 19.5096257608384 46 26 50.342638255097 34 60 62.5410941895097 72 55 57.6702206395566 28 2019-11-11 "Cuenta 4" "Productor 5" "Centro 4"
"316" 91 "Junie Williamson-Kuphal" 451 308 142 32 153.643653728068 19 63 57.5326087884605 20 47 53.5219018580392 40 68 18.6735939234495 19 41 44.1597072640434 59 2019-11-12 "Cuenta 1" "Productor 4" "Centro 2"
"317" 250 "Adell Donnelly" 161 3 162 173 125.207348819822 50 0 10.3193760151044 74 48 83.4570655599236 9 32 28.4239456988871 64 11 61.7109870072454 90 2019-11-13 "Cuenta 1" "Productor 4" "Centro 4"
"318" 524 "Dr. Powell Schmitt" 379 547 264 81 32.2890041396022 20 94 53.4201171714813 81 93 44.0698423422873 24 23 14.9429926415905 45 88 32.1897758170962 61 2019-11-14 "Cuenta 1" "Productor 5" "Centro 4"
"319" 36 "Mr. Cleveland O'Connell MD" 481 126 7 69 8.67171916179359 92 68 84.8378798458725 76 45 46.651572175324 7 0 42.1956968959421 82 27 63.1256825756282 61 2019-11-15 "Cuenta 4" "Productor 2" "Centro 4"
"320" 6 "Mr. Yaakov Gutmann" 257 451 297 135 38.4392016101629 6 52 96.6026430251077 23 48 21.4608604786918 90 5 30.456750234589 77 8 52.9221458826214 9 2019-11-16 "Cuenta 5" "Productor 4" "Centro 3"
"321" 585 "Mrs. Pink Stanton" 579 502 218 184 59.0176758356392 35 55 66.4176324848086 78 95 45.2034863177687 19 80 27.4146564304829 44 43 66.8962806230411 47 2019-11-17 "Cuenta 3" "Productor 2" "Centro 3"
"322" 249 "Emmie Goyette" 402 375 113 198 67.3884431365877 58 64 38.7951803393662 63 43 23.7842726754025 91 1 30.8765707071871 45 54 14.3347328528762 98 2019-11-18 "Cuenta 3" "Productor 4" "Centro 3"
"323" 9 "Dr. Dayle Treutel" 8 194 74 125 46.9287768006325 37 49 10.0715015083551 27 59 31.4789723604918 100 77 37.5421734293923 70 9 38.0476527614519 87 2019-11-19 "Cuenta 4" "Productor 2" "Centro 1"
"324" 304 "Ismael Nicolas" 223 75 114 169 74.6075350791216 10 20 70.9969211369753 18 100 60.4541236069053 92 95 38.0687539232895 47 95 86.9259233120829 26 2019-11-20 "Cuenta 3" "Productor 4" "Centro 5"
"325" 207 "Jan Wolf" 541 28 257 25 21.1137840524316 10 39 39.3549010157585 22 15 82.6794052263722 6 35 35.3361729998142 47 92 65.5979230301455 64 2019-11-21 "Cuenta 3" "Productor 4" "Centro 5"
"326" 103 "Kassie Hoppe MD" 354 419 116 192 153.750645322725 56 26 51.2806040002033 53 13 78.3129476010799 53 32 16.4278136566281 63 92 4.94544298853725 95 2019-11-22 "Cuenta 4" "Productor 3" "Centro 2"
"327" 419 "Porsha Morar" 225 508 257 62 159.962314274162 85 82 69.0610309829935 90 18 72.6575608365238 22 61 91.3852841826156 37 38 98.157092789188 24 2019-11-23 "Cuenta 3" "Productor 3" "Centro 1"
"328" 54 "Sandi Langosh" 415 63 253 82 41.9105508364737 41 88 83.4796698531136 94 3 87.3981643235311 59 100 91.0909155150875 2 50 68.6329697724432 42 2019-11-24 "Cuenta 3" "Productor 3" "Centro 4"
"329" 546 "Trinity Cronin" 91 9 68 166 169.927417626604 25 77 27.1071119001135 37 77 25.1085049938411 26 86 33.3508429350331 97 98 87.471232842654 35 2019-11-25 "Cuenta 2" "Productor 3" "Centro 4"
"330" 476 "Toy Rempel" 585 93 38 123 146.081882016733 98 35 80.9759746538475 56 75 2.08483671303838 94 54 11.6535532288253 40 12 68.2630468625575 7 2019-11-26 "Cuenta 5" "Productor 4" "Centro 2"
"331" 52 "Edd Hane" 238 197 221 103 95.012755645439 20 46 3.78523538820446 55 56 24.5115489466116 52 76 83.3446406759322 56 52 87.3050905065611 56 2019-11-27 "Cuenta 2" "Productor 1" "Centro 1"
"332" 72 "Mrs. Elizebeth Abshire" 129 156 277 176 167.243580659851 23 68 35.652417037636 34 32 75.324304937385 88 87 82.0995173649862 57 52 39.3291220767424 31 2019-11-28 "Cuenta 4" "Productor 1" "Centro 4"
"333" 582 "Autumn Dickinson" 556 540 118 151 113.57690654695 62 41 23.4402166446671 93 78 55.6506811408326 44 36 51.4931022655219 12 64 15.1642236160114 76 2019-11-29 "Cuenta 2" "Productor 5" "Centro 2"
"334" 348 "Permelia McDermott-Osinski" 328 226 242 174 48.7328903749585 54 75 45.3962242230773 13 62 42.7757338853553 58 86 28.7324977573007 93 13 2.2028683219105 13 2019-11-30 "Cuenta 5" "Productor 1" "Centro 5"
"335" 120 "Williard Torp" 303 203 211 49 41.2097249180079 29 83 59.2357968445867 50 86 14.8150429828092 76 26 75.8158419746906 72 43 20.6833379110321 81 2019-12-01 "Cuenta 4" "Productor 1" "Centro 3"
"336" 535 "Jacquline Harvey" 190 337 226 200 19.8563342448324 99 66 80.7565690483898 34 12 7.93346848804504 20 33 77.6886504841968 26 81 76.1807524599135 26 2019-12-02 "Cuenta 3" "Productor 2" "Centro 1"
"337" 296 "Anie Grimes" 175 44 210 168 154.739001858979 46 99 85.5293467873707 55 1 30.5626303656027 15 12 97.4538857350126 75 91 94.0996513236314 1 2019-12-03 "Cuenta 5" "Productor 3" "Centro 3"
"338" 321 "Mckinley Gleichner" 417 385 26 34 157.17985057272 18 3 15.8432057127357 82 30 69.7676249081269 69 41 9.5538241090253 32 92 85.9339074697345 85 2019-12-04 "Cuenta 2" "Productor 3" "Centro 1"
"339" 529 "Ms. Etna Huels" 89 533 1 199 72.457486204803 3 94 67.4158688401803 93 52 6.56476286239922 28 66 79.8947346629575 75 62 41.4916709531099 98 2019-12-05 "Cuenta 3" "Productor 4" "Centro 1"
"340" 384 "Kelsey Schimmel" 230 367 39 108 63.1722241640091 30 49 94.4395448081195 55 3 51.6990538453683 7 76 2.0781529834494 45 83 41.9419838581234 100 2019-12-06 "Cuenta 1" "Productor 4" "Centro 1"
"341" 8 "Jocelyn Prosacco DDS" 32 51 84 88 52.6000103447586 84 30 49.8530197888613 32 36 52.7221540454775 19 66 85.2144052041695 8 97 54.7730520600453 69 2019-12-07 "Cuenta 1" "Productor 5" "Centro 5"
"342" 56 "Dino Herman" 346 581 58 42 62.223975174129 2 67 78.2311783405021 7 26 10.3070275858045 36 2 93.5157098341733 55 36 58.0396407749504 88 2019-12-08 "Cuenta 1" "Productor 2" "Centro 1"
"343" 555 "Dr. Sammy Klein Sr." 428 519 208 70 187.719068676233 7 30 64.0955773182213 28 11 62.5418715644628 63 41 40.7857744488865 87 36 88.3713119896129 76 2019-12-09 "Cuenta 4" "Productor 2" "Centro 3"
"344" 371 "Cleve Casper" 45 171 37 9 169.6469088085 16 97 70.9725092165172 92 48 62.2948546661064 59 14 50.5635991692543 85 78 24.2163125425577 49 2019-12-10 "Cuenta 5" "Productor 3" "Centro 3"
"345" 517 "Dusty Abshire" 94 138 129 108 110.437369113788 15 69 40.3898993507028 36 63 28.3380463486537 88 59 51.8151415977627 77 82 34.1636170167476 42 2019-12-11 "Cuenta 4" "Productor 5" "Centro 4"
"346" 100 "Ardis Kub" 548 245 85 197 79.0981563273817 31 74 83.1692614126951 22 71 23.64624759648 88 62 14.3270400352776 95 62 73.9571831887588 71 2019-12-12 "Cuenta 3" "Productor 5" "Centro 2"
"347" 131 "Robin Zboncak" 441 449 298 134 157.525537908077 96 36 41.5111821144819 43 32 58.1603283528239 1 9 7.41213404107839 60 94 25.1075046602637 28 2019-12-13 "Cuenta 5" "Productor 2" "Centro 5"
"348" 55 "Bynum Shanahan" 58 80 149 96 12.378339888528 10 70 87.491705827415 84 100 22.246930305846 100 25 90.2073886012658 60 63 49.4943967787549 56 2019-12-14 "Cuenta 1" "Productor 2" "Centro 1"
"349" 59 "Leda Bergstrom" 24 208 229 55 184.109506616369 7 46 95.9528976585716 8 2 21.2483521783724 21 23 4.33986117132008 35 86 86.3581567071378 24 2019-12-15 "Cuenta 4" "Productor 2" "Centro 2"
"350" 11 "Dr. Jahir Nikolaus" 125 277 195 127 40.1533441152424 74 13 24.5341948699206 90 28 96.8524182215333 93 16 24.1145159583539 58 78 91.4589792024344 53 2019-12-16 "Cuenta 4" "Productor 2" "Centro 5"
"351" 47 "Shari Jakubowski" 470 240 105 92 102.097161952406 52 32 62.0703733759001 97 65 43.0404971819371 19 20 33.3897680742666 84 42 58.7039784062654 11 2019-12-17 "Cuenta 1" "Productor 5" "Centro 1"
"352" 385 "Ms. Mickie Kilback DDS" 482 441 52 55 103.649792028591 74 30 7.91772548109293 37 31 59.7545333905146 95 54 33.1655119312927 80 91 68.6973761534318 46 2019-12-18 "Cuenta 4" "Productor 5" "Centro 1"
"353" 475 "Gerardo Boyle" 358 409 162 74 30.8879285585135 79 72 83.004126814194 16 56 0.0672147376462817 2 96 49.4652578607202 29 58 46.9697621185333 94 2019-12-19 "Cuenta 1" "Productor 5" "Centro 2"
"354" 210 "Dr. Roy Schamberger II" 502 207 146 172 79.1114475112408 24 83 88.9735240489244 35 75 81.4746210118756 43 2 41.9328835327178 70 20 20.5162834143266 64 2019-12-20 "Cuenta 5" "Productor 1" "Centro 1"
"355" 140 "Jaylene Mosciski" 363 161 230 102 100.197978364304 7 44 84.2116712359712 100 83 24.005452496931 3 24 51.04395004455 2 22 85.764414165169 40 2019-12-21 "Cuenta 3" "Productor 3" "Centro 4"
