"Código Productor" "Nombre Productor" "Pólizas Auto" "% Ppto Auto" "Cartera Activa Auto" "Pólizas Fianza" "% Ppto Fianza" "Cartera Activa Fianza" "Pólizas Patrimoniales" "% Ppto Patrimoniales" "Cartera Activa Patrimoniales" "Pólizas Personas" "% Ppto Personas" "Cartera Activa Personas" "Pólizas Salud" "% Ppto Salud" "Cartera Activa Salud" "Pólizas General" "% Ppto General" "Cartera Activa General" "Fecha" "centro_atencion" "cuentas_esp"
"244" 352 "Dr. Anthoney Donnelly" 578 60.609938018024 299 14 181.995269889012 3 85 19.7359703946859 147 328 56.5988373011351 107 157 44.7535393759608 91 174 76.9113930407912 121 2019-09-01 "Centro 2" "Cuenta 2"
"245" 191 "Marta Greenfelder DDS" 518 422.295681713149 188 70 57.1334518492222 55 61 67.1184299048036 223 41 122.184823732823 85 130 53.3597129862756 8 128 92.4289231188595 32 2019-09-02 "Centro 1" "Cuenta 3"
"246" 387 "Ayleen Douglas" 364 364.493385655805 103 77 69.3623016122729 62 22 54.6640207525343 280 119 149.436489166692 188 18 39.9172422476113 18 126 19.1535110585392 61 2019-09-03 "Centro 2" "Cuenta 3"
"247" 153 "Roseann Ebert" 103 478.584659518674 74 24 28.5542966332287 22 54 43.8306348863989 183 294 193.594647664577 129 83 89.6504526026547 34 137 174.883730057627 74 2019-09-04 "Centro 2" "Cuenta 3"
"248" 51 "Isiah Rutherford-Haag" 171 460.182130197063 250 144 26.7470330931246 67 77 48.3539015520364 35 182 12.5481318216771 80 162 66.2404437083751 179 106 37.6848192885518 62 2019-09-05 "Centro 3" "Cuenta 2"
"249" 477 "Mrs. Holli Muller DVM" 141 193.855810957029 52 97 66.2665619514883 9 61 151.639703847468 119 371 127.116879355162 152 57 147.194322152063 21 135 66.136407898739 135 2019-09-06 "Centro 3" "Cuenta 1"
"250" 334 "Lawton Stamm III" 564 193.07079683058 188 74 87.3420946765691 90 51 51.7830214463174 126 217 115.969610726461 38 72 153.105455264449 25 55 23.1437025591731 14 2019-09-07 "Centro 2" "Cuenta 2"
"251" 194 "Starla Smitham" 572 504.053644230589 116 107 91.6786920744926 71 51 54.1885948274285 298 90 42.3151237890124 52 1 98.3170796651393 111 22 13.3294264320284 32 2019-09-08 "Centro 5" "Cuenta 4"
"252" 102 "Zigmund Ebert III" 599 163.89393559657 141 104 128.389989212155 0 15 49.2490804754198 220 79 65.5678949784487 71 122 173.076795926318 141 26 41.3064883556217 164 2019-09-09 "Centro 3" "Cuenta 4"
"253" 177 "Bertha Shanahan" 596 569.515234138817 206 92 126.405637478456 49 40 1.64576438255608 87 183 117.098359204829 141 63 40.9158908296376 144 63 185.05613678135 93 2019-09-10 "Centro 5" "Cuenta 3"
"254" 441 "Ms. London Mraz" 474 159.137234184891 22 97 84.6498164348304 19 36 185.015302430838 3 216 156.884521478787 85 93 56.5201368648559 143 158 194.169076345861 147 2019-09-11 "Centro 3" "Cuenta 3"
"255" 498 "Francisco Howell-Rogahn" 539 478.83599633351 243 86 73.8324013072997 15 51 109.886211715639 76 44 166.907990537584 3 66 31.6933059599251 52 115 161.377611709759 116 2019-09-12 "Centro 4" "Cuenta 3"
"256" 171 "Nedra Hettinger" 226 206.03391607292 88 164 37.1806822251529 49 11 18.7758878804743 258 392 174.768041353673 23 144 92.2421210445464 136 172 22.8876068256795 157 2019-09-13 "Centro 5" "Cuenta 4"
"257" 26 "Brandon McLaughlin MD" 142 195.280041871592 162 156 169.898101873696 59 37 11.2380866892636 11 370 167.879110388458 139 159 26.0251076892018 193 6 179.28628209047 18 2019-09-14 "Centro 2" "Cuenta 4"
"258" 24 "Rick Deckow" 121 404.49120006524 40 105 180.467993207276 74 49 60.5969272553921 53 384 23.3102584257722 75 90 31.3094350509346 138 62 124.131070403382 186 2019-09-15 "Centro 4" "Cuenta 1"
"259" 174 "Dr. Tobias Funk Sr." 427 321.258974913508 14 51 47.1939831506461 4 45 109.209235804155 207 266 61.9450518861413 127 182 15.3079336043447 137 188 145.998416747898 63 2019-09-16 "Centro 1" "Cuenta 4"
"260" 203 "Nevin O'Keefe" 42 471.337461657822 152 145 156.077288417146 46 85 5.98056991584599 53 1 83.8489879854023 188 3 36.0052689909935 169 18 161.296530021355 148 2019-09-17 "Centro 1" "Cuenta 1"
"261" 475 "Merritt Keebler" 466 554.401376377791 254 104 28.5780896432698 0 79 100.04498497583 70 283 18.4935533907264 100 122 74.1358307190239 184 67 47.093900712207 188 2019-09-18 "Centro 4" "Cuenta 1"
"262" 340 "Roddy Nitzsche" 256 532.897190144286 111 32 171.576944272965 0 80 19.5123114623129 6 242 55.350000737235 84 79 31.742686079815 172 190 195.362853491679 138 2019-09-19 "Centro 4" "Cuenta 1"
"263" 281 "Miss Christene Bogan" 595 528.881951887161 109 50 104.739689501002 13 97 53.0565570108593 119 196 138.434703974053 164 196 68.9156302250922 192 85 191.988240601495 13 2019-09-20 "Centro 1" "Cuenta 5"
"264" 415 "Mr. Brenton Stanton" 309 223.657531058416 24 65 84.6088310703635 99 46 99.1488115396351 272 153 46.5553534217179 42 46 188.358670147136 73 141 162.935002567247 146 2019-09-21 "Centro 1" "Cuenta 5"
"265" 403 "Shanon Mraz" 26 596.646214881912 76 165 165.611011814326 63 37 105.195254413411 159 197 69.0534713678062 54 95 145.412147650495 17 5 49.755111662671 29 2019-09-22 "Centro 4" "Cuenta 3"
"266" 324 "Olof Lang" 340 223.871963890269 127 43 3.35264108143747 36 21 139.230345049873 207 282 78.7914488464594 98 12 170.707094669342 132 150 156.088574882597 90 2019-09-23 "Centro 5" "Cuenta 2"
"267" 355 "Maude Bradtke" 10 126.5361411497 274 120 105.057892948389 82 48 123.24278135784 100 77 120.739559037611 26 58 186.444992339239 28 58 65.5626384075731 176 2019-09-24 "Centro 4" "Cuenta 5"
"268" 271 "Sheila Gutmann" 188 432.289274409413 71 60 44.178532063961 29 33 191.786225000396 216 374 141.059774719179 74 119 115.326259378344 57 6 121.037003910169 5 2019-09-25 "Centro 3" "Cuenta 2"
"269" 331 "Rocco Hackett" 324 141.855652956292 287 194 7.90624679066241 21 65 20.2531421091408 202 317 77.4354224093258 52 36 170.109216403216 78 72 114.619348198175 124 2019-09-26 "Centro 2" "Cuenta 1"
"270" 99 "Rosco Hermiston-Heller" 510 245.914973365143 252 86 133.973332867026 24 31 195.132656721398 166 282 188.947534328327 46 22 161.332953814417 129 145 28.2471085898578 130 2019-09-27 "Centro 2" "Cuenta 4"
"271" 45 "Eugenio Heller" 125 506.099700182676 259 150 85.7070797123015 38 12 182.734636217356 159 283 88.3543221279979 8 171 31.8386929575354 66 184 139.321753615513 97 2019-09-28 "Centro 2" "Cuenta 2"
"272" 60 "Pennie O'Kon-O'Reilly" 527 209.260433306918 191 47 130.512406444177 12 21 36.5636431612074 8 40 142.778558796272 36 122 114.148660656065 104 7 122.378259059042 117 2019-09-29 "Centro 4" "Cuenta 4"
"273" 187 "Halley Walsh" 578 462.250719219446 273 94 58.4754606708884 69 26 36.9521289132535 178 208 187.611542874947 199 129 132.52038480714 111 188 12.9934969823807 135 2019-09-30 "Centro 3" "Cuenta 5"
"274" 247 "Miss Anie Nicolas DVM" 148 419.128208421171 96 61 70.5179783049971 92 77 185.303234728053 91 65 195.338584342971 12 48 8.36227615363896 182 150 117.457300517708 70 2019-10-01 "Centro 2" "Cuenta 5"
"275" 290 "Alpheus Miller" 271 49.2486989591271 89 44 89.408422447741 15 55 99.038141220808 276 111 96.536399750039 3 185 107.561987731606 174 126 187.105053197592 67 2019-10-02 "Centro 5" "Cuenta 2"
"276" 331 "Ivy Ward DDS" 35 239.082720084116 162 27 189.104991778731 67 55 194.004666619003 120 116 2.76135876774788 148 193 13.7853407301009 59 134 69.2855353001505 82 2019-10-03 "Centro 5" "Cuenta 2"
"277" 114 "Mr. Mohammad Bogisich" 528 337.39054184407 157 43 22.5912496913224 50 16 57.8329963143915 181 310 35.3128849994391 197 160 189.709329046309 149 89 29.3980421032757 119 2019-10-04 "Centro 4" "Cuenta 5"
"278" 352 "Rodolfo Schmitt DVM" 238 456.901834532619 54 49 93.118831096217 33 52 176.052414812148 269 235 177.943787584081 28 143 118.369495589286 143 196 61.3565279636532 178 2019-10-05 "Centro 2" "Cuenta 2"
"279" 259 "Camden Eichmann" 123 296.291974559426 230 143 23.8682604394853 78 36 42.8082779049873 203 373 109.418428130448 28 74 199.237471586093 37 120 47.7455054409802 14 2019-10-06 "Centro 3" "Cuenta 2"
"280" 100 "Mrs. Ouida Parker" 85 472.099448181689 24 195 78.8056533783674 98 60 142.909770552069 147 35 35.2821744978428 137 46 13.5360164102167 189 155 25.1706312876195 81 2019-10-07 "Centro 2" "Cuenta 5"
"281" 235 "Ms. Tiesha Towne DDS" 424 105.024318443611 262 88 73.816387122497 71 95 146.444814698771 227 352 28.663329128176 111 149 91.5736818686128 50 173 163.425473868847 0 2019-10-08 "Centro 4" "Cuenta 3"
"282" 119 "Miss Adalynn Schumm" 261 486.681435490027 87 66 31.0222734231502 38 64 36.8720874190331 266 314 151.96381220594 116 151 173.882052628323 166 109 151.277276827022 60 2019-10-09 "Centro 3" "Cuenta 3"
"283" 258 "Mr. Sullivan Shields I" 529 62.1184594463557 281 52 125.434369314462 84 34 125.560285802931 26 42 170.770106231794 191 20 157.117446884513 13 34 29.1184430476278 34 2019-10-10 "Centro 4" "Cuenta 1"
"284" 389 "Zoey Wintheiser" 43 137.157985148951 171 179 71.0802333895117 59 67 172.640495095402 61 163 64.8685307707638 175 161 131.284873420373 59 97 136.002834374085 40 2019-10-11 "Centro 3" "Cuenta 3"
"285" 386 "Reynaldo Turcotte" 305 55.7079287711531 12 123 116.265448275954 76 44 148.064259113744 254 4 32.0777187123895 108 93 127.377504482865 74 36 60.2550123352557 183 2019-10-12 "Centro 4" "Cuenta 5"
"286" 116 "Reuben Roberts" 76 166.548754647374 222 180 32.6855432242155 51 95 86.2679819576442 195 382 109.105181135237 27 116 48.2496846467257 133 76 181.716462271288 123 2019-10-13 "Centro 3" "Cuenta 4"
"287" 55 "Urban Walsh" 427 491.786511288956 119 144 33.8015660643578 14 38 24.4547322858125 294 93 181.060873623937 165 12 21.6202484909445 19 49 165.061480272561 133 2019-10-14 "Centro 5" "Cuenta 2"
"288" 233 "Mr. Domenick Shanahan III" 137 431.796209933236 161 13 179.209618084133 60 97 11.138944607228 113 387 46.708066528663 97 55 146.193878538907 165 165 129.694121843204 185 2019-10-15 "Centro 1" "Cuenta 2"
"289" 275 "Chauncy Mueller" 261 419.95064956136 267 11 36.8243160657585 58 3 181.571120675653 215 322 195.248362328857 88 135 189.399584243074 87 38 106.548458477482 27 2019-10-16 "Centro 1" "Cuenta 2"
"290" 140 "Lissie Blick" 187 63.6521345470101 146 185 74.7304278425872 5 76 147.075895685703 236 227 65.8400563523173 104 164 120.135339302942 32 43 172.462244983763 144 2019-10-17 "Centro 2" "Cuenta 1"
"291" 415 "Owens Blick-Gutkowski" 6 86.4788828417659 284 115 198.773115919903 85 53 103.00542647019 180 260 50.2395530231297 113 189 150.329462159425 67 134 170.043550245464 118 2019-10-18 "Centro 4" "Cuenta 1"
"292" 64 "Davis Rodriguez" 87 54.0270504076034 139 22 192.641136003658 53 97 182.353675877675 56 390 20.0779010076076 56 73 168.79546563141 97 200 114.121269248426 174 2019-10-19 "Centro 2" "Cuenta 2"
"293" 412 "Mr. Enrico Berge III" 557 101.437908411026 300 148 172.385749779642 28 35 4.10130866803229 195 222 172.335980227217 11 67 180.905239190906 97 198 49.7074231505394 40 2019-10-20 "Centro 5" "Cuenta 3"
"294" 390 "Tobie Mosciski" 357 272.10723166354 276 175 57.2443371172994 15 6 111.957020126283 18 327 104.633838590235 189 132 170.993868773803 29 126 92.3926565796137 42 2019-10-21 "Centro 3" "Cuenta 1"
"295" 82 "Leander Armstrong" 96 331.00439873524 204 9 45.7078860606998 68 96 99.9939827248454 269 377 72.7215247228742 146 41 122.190636117011 95 44 140.011562779546 109 2019-10-22 "Centro 1" "Cuenta 4"
"296" 403 "Cristine Reichel" 175 47.106393892318 210 122 134.300228022039 39 63 21.730971802026 230 134 6.7722930572927 152 169 93.3599542360753 142 2 68.786294804886 50 2019-10-23 "Centro 5" "Cuenta 5"
"297" 102 "Sannie Cummings" 305 336.682568723336 72 125 0.990242417901754 89 77 54.8988397233188 251 299 90.1467307470739 149 119 155.982720758766 127 147 159.21658296138 182 2019-10-24 "Centro 1" "Cuenta 1"
"298" 432 "Roena Gusikowski" 470 102.068590885028 65 108 12.4217420816422 50 98 115.715239522979 208 6 4.17951196432114 194 24 91.5296962019056 103 140 75.7056318223476 155 2019-10-25 "Centro 1" "Cuenta 2"
"299" 342 "Dr. Deliah Hermiston" 231 423.586831754074 159 138 138.752969587222 46 50 20.643807342276 254 137 114.050864009187 187 162 98.8020327407867 181 15 10.20960919559 200 2019-10-26 "Centro 4" "Cuenta 4"
"300" 479 "Mr. Leopold Schiller" 78 291.420465800911 163 96 116.38257522136 59 34 87.7641535364091 158 259 78.7922482006252 151 72 176.274840952829 72 193 54.6365508809686 17 2019-10-27 "Centro 3" "Cuenta 3"
"301" 13 "Mandi Kutch-Mayert" 346 241.352399345487 207 172 199.372365092859 73 66 75.7815534248948 195 111 70.6472520716488 48 73 49.3249307386577 57 25 28.9815166499466 33 2019-10-28 "Centro 1" "Cuenta 4"
"302" 33 "Madison Tremblay" 522 31.2521828804165 139 151 108.295423118398 74 27 117.604879615828 81 385 86.8613343685865 106 46 159.691281290725 45 47 145.755692804232 42 2019-10-29 "Centro 2" "Cuenta 4"
"303" 256 "Mr. Toma Connelly Sr." 544 505.091955978423 107 165 23.3958854340017 8 26 97.0757987815887 250 191 67.102854186669 50 16 49.4238112587482 25 25 48.9552453160286 148 2019-10-30 "Centro 5" "Cuenta 5"
"304" 200 "Ms. Alabama Weber" 160 159.193862741813 76 136 75.6241185590625 35 79 136.812375253066 79 246 156.982316821814 46 112 14.4973337184638 195 111 193.334168894216 116 2019-10-31 "Centro 1" "Cuenta 5"
"305" 354 "Xiomara Wintheiser" 454 571.719852648675 119 109 121.004757331684 47 83 9.7245005890727 280 224 12.3038115911186 117 156 55.3589285816997 59 148 159.83495330438 166 2019-11-01 "Centro 2" "Cuenta 2"
"306" 136 "Dr. Davis Schmidt" 76 38.1623075343668 275 127 100.380919920281 64 16 48.8197034690529 163 25 144.696653541178 165 32 50.7825427222997 60 12 7.39175956696272 181 2019-11-02 "Centro 1" "Cuenta 2"
"307" 374 "Brooks Schneider" 199 104.938130127266 257 36 136.858916981146 45 49 2.32927077449858 262 263 0.538033526390791 121 95 34.7493926528841 37 135 123.207640647888 75 2019-11-03 "Centro 3" "Cuenta 4"
"308" 284 "Halle Connelly" 325 521.611785935238 172 133 19.069532956928 95 31 76.1370768304914 155 206 50.3694871906191 107 90 189.369128271937 45 133 146.736607979983 110 2019-11-04 "Centro 4" "Cuenta 4"
"309" 445 "Emmanuel Wiza" 595 276.111327717081 8 180 25.7946279831231 9 42 96.0676319431514 270 394 51.3390503358096 166 18 195.193946268409 195 139 30.255918437615 110 2019-11-05 "Centro 3" "Cuenta 2"
"310" 111 "Devon Rohan" 57 584.256301866844 120 178 12.4321278650314 47 26 186.221996182576 27 289 100.915907276794 93 197 48.6465931404382 191 46 140.532023506239 58 2019-11-06 "Centro 4" "Cuenta 4"
"311" 334 "Dr. Jeri McDermott" 376 259.151254221797 137 68 83.924844302237 34 5 46.4830542914569 293 62 189.922788972035 98 142 163.793829455972 50 3 79.7338367905468 170 2019-11-07 "Centro 1" "Cuenta 4"
"312" 384 "Dr. Irving Conn" 258 429.334797291085 242 31 10.3059336077422 53 12 25.8374091703445 241 12 29.3868242762983 155 172 65.2981631457806 21 104 194.269575132057 113 2019-11-08 "Centro 4" "Cuenta 1"
"313" 181 "Derl Macejkovic" 254 304.144967347383 96 26 164.121586410329 4 11 98.9080952480435 110 334 11.7121492046863 46 136 49.3272581603378 95 30 35.7412124518305 32 2019-11-09 "Centro 1" "Cuenta 1"
"314" 118 "Oliva Herman" 457 317.479075212032 250 18 8.18122839555144 46 62 125.434542726725 263 208 117.466100724414 145 25 176.88953387551 69 187 34.6976556815207 170 2019-11-10 "Centro 2" "Cuenta 4"
"315" 31 "Russell Kautzer-Hills" 513 57.4661487713456 176 107 126.562980702147 22 62 151.299922866747 248 52 173.498595738783 137 25 178.145100083202 163 181 17.8076145704836 5 2019-11-11 "Centro 1" "Cuenta 5"
"316" 219 "Keven Gottlieb" 470 418.159207189456 172 82 57.1853656787425 52 52 195.51364951767 61 18 149.105719663203 165 172 141.360722249374 162 106 187.129676062614 74 2019-11-12 "Centro 5" "Cuenta 5"
"317" 425 "Caswell Kihn" 497 4.26210472360253 46 67 29.8745943233371 89 72 195.540707185864 156 284 117.441296251491 64 168 53.2987521961331 198 154 62.6235638279468 140 2019-11-13 "Centro 1" "Cuenta 2"
"318" 234 "Trena Beatty" 482 116.072109527886 282 2 80.0080196931958 96 61 104.645640961826 229 99 67.218771064654 90 160 84.1058653779328 28 9 2.29804771952331 81 2019-11-14 "Centro 2" "Cuenta 4"
"319" 19 "Alf Emmerich" 185 419.587602373213 104 121 190.322018787265 79 82 149.290567962453 269 50 16.0420520231128 87 167 81.7537237890065 89 133 133.585930569097 174 2019-11-15 "Centro 5" "Cuenta 1"
"320" 292 "Salome Wintheiser-Wyman" 103 596.087999129668 246 123 66.3254963699728 47 25 183.731926092878 44 312 10.7289157807827 143 60 132.379122450948 124 199 46.751773217693 189 2019-11-16 "Centro 3" "Cuenta 1"
"321" 436 "Dr. Kailyn Kozey PhD" 264 99.823466129601 147 62 58.9323745574802 5 71 171.030946401879 127 136 85.3650701697916 64 143 54.8886088188738 41 27 89.0904393047094 154 2019-11-17 "Centro 5" "Cuenta 2"
"322" 362 "Jeanine Kirlin" 439 127.360673993826 205 130 78.0879067722708 63 85 15.2227505110204 111 144 44.6567819919437 8 198 193.778233742341 177 78 149.070616764948 47 2019-11-18 "Centro 2" "Cuenta 5"
"323" 427 "Dr. Elliot Schinner" 70 259.592464612797 219 4 101.810367032886 48 93 116.491813352332 160 136 168.446887098253 167 81 79.9980503041297 122 168 106.14189193584 148 2019-11-19 "Centro 3" "Cuenta 3"
"324" 103 "Ishmael Collins" 4 536.871511442587 35 136 114.505639020354 42 40 187.88099004887 266 147 171.68440753594 48 119 199.293105816469 126 112 101.207631034777 126 2019-11-20 "Centro 4" "Cuenta 4"
"325" 322 "Miss Chasity Stark PhD" 399 185.840565897524 252 49 64.6357269026339 57 39 25.2759248483926 287 268 144.876451278105 59 136 71.0111285094172 150 19 24.4393542874604 178 2019-11-21 "Centro 3" "Cuenta 2"
"326" 312 "Clint Lesch" 23 450.496716052294 178 101 72.241471754387 80 47 85.4397399816662 259 81 23.0951616540551 148 31 106.232807319611 191 107 65.6869573052973 9 2019-11-22 "Centro 5" "Cuenta 2"
"327" 48 "Dr. Melissa Keeling" 193 244.001540634781 9 70 186.274237278849 42 32 29.3975865002722 203 276 27.6700926478952 22 77 162.507701246068 119 188 187.983293877915 74 2019-11-23 "Centro 2" "Cuenta 4"
"328" 312 "Jeffry Bruen-Dickinson" 561 380.022224318236 168 147 184.337484836578 48 77 145.87110769935 66 285 83.2555907312781 96 166 109.490478597581 122 86 173.711311025545 8 2019-11-24 "Centro 2" "Cuenta 5"
"329" 342 "Abdul Prohaska IV" 221 325.351758347824 292 55 64.1764126252383 91 30 22.5222115404904 145 224 69.2617948167026 156 109 168.502285936847 65 66 190.043531125411 162 2019-11-25 "Centro 2" "Cuenta 1"
"330" 28 "Maxine Turcotte PhD" 323 95.1986592728645 126 55 29.3139086570591 78 50 13.2740915287286 286 395 2.65544475987554 119 90 81.2312597408891 94 155 68.9989073202014 2 2019-11-26 "Centro 2" "Cuenta 4"
"331" 330 "Coley Strosin" 356 519.251656299457 12 82 105.998031795025 66 41 100.811737030745 18 255 113.316425401717 29 100 16.0947020165622 17 86 46.7257439158857 19 2019-11-27 "Centro 2" "Cuenta 5"
"332" 240 "Dr. Charley Graham" 7 517.066088877618 243 155 58.5606107022613 31 66 14.6914255805314 82 117 120.163129037246 150 153 96.4706173632294 122 66 176.01462895982 120 2019-11-28 "Centro 4" "Cuenta 4"
"333" 179 "Onnie Bode" 61 192.331080464646 144 152 174.26782976836 27 22 161.096232291311 64 8 186.444259807467 165 52 121.320644440129 178 61 44.4232956971973 33 2019-11-29 "Centro 4" "Cuenta 2"
"334" 36 "Dr. Lovett Hansen" 74 351.082534203306 87 154 97.6487332489341 15 95 135.284585738555 105 250 65.9336016979069 26 128 99.3813599925488 143 39 86.1752428114414 4 2019-11-30 "Centro 4" "Cuenta 2"
"335" 222 "Denita Rippin" 487 429.068308230489 37 113 64.8271277546883 74 3 90.0705005042255 279 293 78.3842561300844 12 194 2.22207116894424 160 119 94.75631355308 122 2019-12-01 "Centro 4" "Cuenta 5"
"336" 338 "Dianna Jacobi" 215 350.953729916364 179 67 55.7020362932235 35 49 102.808865252882 72 0 29.0112502872944 187 191 129.719036305323 132 187 34.7636841237545 3 2019-12-02 "Centro 2" "Cuenta 4"
"337" 227 "Mrs. Carmelita Rohan PhD" 279 348.048778809607 263 176 134.783057216555 52 52 116.990302875638 163 272 19.3192130420357 103 82 32.3577558621764 52 200 162.642164574936 80 2019-12-03 "Centro 3" "Cuenta 5"
"338" 346 "Ferris Okuneva" 540 466.237631672993 112 39 153.34723633714 4 32 110.057396953925 168 70 94.4469772279263 156 121 22.4360909778625 147 141 93.9072070643306 4 2019-12-04 "Centro 3" "Cuenta 1"
"339" 65 "Dandre Dicki" 411 291.215169942006 279 59 167.417231854051 74 90 161.122338566929 0 335 168.868205836043 17 169 41.1415843758732 5 4 49.0501348394901 114 2019-12-05 "Centro 3" "Cuenta 4"
"340" 387 "Pinkey Yundt" 174 386.113379197195 125 172 85.9099245164543 45 81 114.724964182824 3 321 134.370503155515 101 142 75.2693060785532 195 125 109.202606370673 108 2019-12-06 "Centro 5" "Cuenta 5"
"341" 481 "Hattie McLaughlin" 441 6.17228080518544 27 40 74.4025748223066 41 2 1.87161401845515 38 72 93.4978799428791 99 61 126.614812016487 87 31 18.8641407992691 200 2019-12-07 "Centro 2" "Cuenta 3"
"342" 407 "Denisse Hahn" 514 137.894578417763 148 178 159.218680253252 98 87 61.0472849104553 127 344 187.744623748586 88 45 95.9729090332985 93 3 184.208417590708 132 2019-12-08 "Centro 4" "Cuenta 5"
"343" 475 "Lindsey O'Keefe" 522 67.1510154381394 75 150 178.377243038267 12 98 129.396704211831 250 159 41.2008454557508 122 50 157.934452733025 8 92 77.9067392926663 42 2019-12-09 "Centro 2" "Cuenta 4"
"344" 167 "Gay Schimmel-Stiedemann" 427 242.626347346231 203 8 113.545105513185 57 15 110.350973764434 246 135 131.792465923354 64 184 51.2532342225313 138 96 71.7438547872007 18 2019-12-10 "Centro 1" "Cuenta 1"
"345" 420 "Birdie Brakus MD" 346 10.9272336121649 258 197 16.2670141085982 36 73 8.43053422868252 40 299 132.702482957393 151 156 125.267566880211 98 20 87.6748038921505 0 2019-12-11 "Centro 4" "Cuenta 4"
"346" 228 "Mrs. Merrie Herman DVM" 219 212.314719334245 150 7 180.182076152414 95 24 33.6439998820424 85 331 4.05598315410316 93 10 75.7316627539694 3 159 17.3056789208204 114 2019-12-12 "Centro 5" "Cuenta 1"
"347" 27 "Mr. Corbett Windler DVM" 556 490.554190892726 49 51 12.6822869759053 40 94 60.8794841449708 140 249 53.3209857530892 166 64 107.455137977377 186 62 163.8205956202 136 2019-12-13 "Centro 1" "Cuenta 1"
"348" 178 "Mr. Gregg Ferry V" 381 313.453169586137 13 172 102.18312991783 17 25 150.138174043968 117 338 46.5435571502894 182 116 64.8676071316004 138 73 76.4042446389794 78 2019-12-14 "Centro 3" "Cuenta 4"
"349" 421 "Derrick Johnston-Herman" 562 87.0906850788742 247 45 120.217489916831 3 9 158.494918374345 10 328 160.32040012069 147 152 128.696266748011 36 34 135.773861547932 18 2019-12-15 "Centro 3" "Cuenta 3"
"350" 432 "Rory Kihn PhD" 456 235.66285315901 26 181 175.671703973785 15 24 111.780365929008 86 7 104.984326520935 169 68 163.919444335625 129 136 51.2344419024885 18 2019-12-16 "Centro 4" "Cuenta 4"
"351" 482 "Monty Ruecker" 390 306.448231218383 165 177 14.8331055417657 72 80 21.3212387170643 284 147 79.4678447768092 2 21 61.7771071847528 137 196 79.4928968884051 186 2019-12-17 "Centro 2" "Cuenta 3"
"352" 494 "Miss Phylicia Hagenes" 165 528.941900515929 43 143 105.814535636455 90 69 2.68586347810924 191 231 45.9610430989414 158 111 9.73413409665227 140 172 77.8539378661662 116 2019-12-18 "Centro 5" "Cuenta 5"
"353" 138 "Dr. Asbury Ernser" 217 431.782894581556 19 191 26.16639980115 36 11 134.4799190294 213 209 63.2230169605464 135 125 167.121443478391 200 37 45.6197111867368 79 2019-12-19 "Centro 4" "Cuenta 1"
"354" 128 "Miss Akeelah Wolff" 64 463.564541889355 241 136 144.14967042394 13 10 167.875457415357 67 288 110.774241108447 121 26 139.763719029725 190 66 64.8635612335056 110 2019-12-20 "Centro 1" "Cuenta 4"
"355" 399 "Tevin Cassin" 32 168.67649294436 285 47 76.0882096830755 24 30 35.5408977717161 131 316 26.8868492916226 175 12 76.9944114610553 159 45 95.7026349380612 186 2019-12-21 "Centro 1" "Cuenta 4"
"356" 132 "Miss Jamiya Powlowski MD" 265 72.746355459094 173 124 20.3670874703676 97 70 78.4212864004076 132 328 137.959809787571 18 117 138.582043908536 68 62 72.4553375504911 83 2019-12-22 "Centro 3" "Cuenta 3"
"357" 71 "Asbury Reinger MD" 44 346.581410011277 79 107 14.371511945501 69 11 17.328758072108 234 98 45.7768992520869 23 4 27.9671143740416 114 87 150.594057701528 161 2019-12-23 "Centro 2" "Cuenta 5"
"358" 159 "Freida Reichert" 594 153.047397080809 102 8 43.9560976810753 64 88 39.0151795465499 244 100 192.332917451859 105 115 75.9197151754051 89 92 100.361154787242 174 2019-12-24 "Centro 2" "Cuenta 4"
"359" 250 "Vere Walker" 56 159.815375832841 247 140 42.7224607206881 83 21 78.9357698988169 205 204 121.9435071107 118 170 34.2467611655593 63 175 113.748347619548 104 2019-12-25 "Centro 5" "Cuenta 3"
"360" 44 "Estie Cole" 210 171.331378910691 206 12 159.305252507329 46 86 163.12970193103 62 211 69.7326343040913 121 162 89.5142743363976 138 5 20.6676316913217 110 2019-12-26 "Centro 2" "Cuenta 4"
"361" 156 "Ahmed Collins" 481 412.819058960304 145 188 122.297149663791 5 26 151.853588270023 35 55 56.5363522153348 92 60 170.910333143547 128 64 136.182829877362 57 2019-12-27 "Centro 4" "Cuenta 2"
"362" 153 "Kristie Gleichner-Hessel" 165 494.45851338096 123 79 21.7283594887704 23 8 30.4699772037566 180 14 98.0635487474501 18 162 104.387165652588 104 35 161.474674055353 11 2019-12-28 "Centro 1" "Cuenta 1"
"363" 111 "Dr. Linton Rogahn" 25 309.184178290889 93 150 165.083328168839 93 9 86.9428234640509 290 75 67.5929766148329 6 163 171.725021116436 59 122 160.660299099982 106 2019-12-29 "Centro 3" "Cuenta 4"
"364" 401 "Hillary Tremblay" 311 374.424264812842 261 148 182.959580374882 25 44 171.997321629897 185 45 153.504484938458 25 40 175.526219187304 1 81 137.627767585218 182 2019-12-30 "Centro 3" "Cuenta 3"
"365" 297 "Latanya Legros" 388 73.5397123731673 175 106 138.884748285636 56 4 155.792158888653 38 69 129.493606369942 15 88 161.621800577268 106 147 51.6785039566457 71 2019-12-31 "Centro 1" "Cuenta 2"
